"Sample","Group","Core","range","Type","Easting","Northing","Depth_upper","Depth_lower","pH","EC","Microplastics_fragments","Microplastics_fibres","Microplastics_other","Al","As","Ba","Ca","Cd","Ce","Cr","Cu","Fe","Gd","K","La","Mg","Mn","Mo","Na","Nd","Ni","P","Pb","S","Sr","Th","V","Y","Zn","Depth_lower.log","Depth_lower.pow","pH.pow","EC.pow","Cr.pow","Cu.pow","Fe.pow","Al.pow","As.log","Ba.log","Ca.pow","Cd.pow","Ce.log","Gd.log","K.log","La.log","Mg.pow","Mn.pow","Mo.pow","Na.log","Nd.log","Ni.pow","P.pow","Pb.log","S.pow","Sr.pow","Th.log","V.pow","Y.pow","Zn.log","pH.log","EC.log","Al.log","As.pow","Ba.pow","Ca.log","Cd.log","Ce.pow","Cr.log","Cu.log","Fe.log","Gd.pow","K.pow","La.pow","Mg.log","Mn.log","Mo.log","Na.pow","Nd.pow","Ni.log","P.log","Pb.pow","S.log","Sr.log","Th.pow","V.log","Y.log","Zn.pow"
"05.3","5","5","20-30","Soil",391343,6466514,20,30,7.2,278,NA,NA,NA,3838,4.2,16.7,1941,0.11,7,9,8.2,3890,0.55,204,2.7,364,25.9,0.23,219,2.02,1.74,162,110.8,371,9.4,1.39,8.8,1.72,50.8,1.47712125471966,1.1525641243243,932.344581890689,2.74492855409771,2.23845103853216,-0.692298568379265,5.74198818050589,48.3748673546754,0.6232492903979,1.22271647114758,3.26264777267358,-1.50102130366605,0.845098040014257,-0.259637310505756,2.3096301674259,0.431363764158987,3.72067810686835,2.66897232794369,-1.70336592269044,2.34044411484012,0.305351369446624,-0.760916988032759,11.4699432093178,2.04453976039241,-0.34095694790663,1.04617744400831,0.143014800254095,2.67455687400318,1.14723128653493,1.70586371228392,0.857332496431269,2.44404479591808,3.58410497039945,-0.799736770430579,-0.806148449988315,3.28802553538836,-0.958607314841775,1.00700573253404,0.954242509439325,0.913813852383717,3.58994960132571,-1.22153110759659,-0.574001790740801,1.02592487130272,2.56110138364906,1.41329976408125,-0.638272163982407,3.11118683521313,1.09045400438396,0.2405492482826,2.20951501454263,-0.638472824139426,2.56937390961505,0.973127853599699,-0.948207772784141,0.944482672150169,0.235528446907549,-0.699252135937347
"05.4","5","5","30-40","Soil",391343,6466514,30,40,7.9,217,NA,NA,NA,2100,2.5,14,1384,0.06,4.9,4.8,NA,1904,0.37,129,1.9,161,8.5,0.11,162,1.72,0.99,156,51.7,228,6.7,1.07,3.9,1.35,16,1.60205999132796,1.16648965248955,1285.72009615566,2.62559193396955,1.77758487122787,NA,4.93691715552426,36.4356826254467,0.397940008672038,1.14612803567824,3.09475965265011,-1.67812433090273,0.690196080028514,-0.431798275933005,2.11058971029925,0.278753600952829,3.10233227326888,1.90710153772936,-2.22534049458198,2.20951501454263,0.235528446907549,-1.00497013163558,11.2642253421161,1.71349054309394,-0.372524345346703,1.03906499200815,0.0293837776852097,1.85087685721103,1.07896885825113,1.20411998265592,0.897627091290441,2.33645973384853,3.32221929473392,-0.867026610435447,-0.817103353723513,3.14113609012074,-1.22184874961636,1.00571795566267,0.681241237375587,NA,3.27966694404846,-1.39485610596085,-0.602129273080364,1.0166770899316,2.20682587603185,0.929418925714293,-0.958607314841775,2.919784684116,1.06907431900647,-0.00436480540245009,2.19312459835446,-0.686583722612598,2.35793484700045,0.826074802700826,-0.989132797475532,0.591064607026499,0.130333768495006,-0.776839826671104
"05.5","5","5","40-50","Soil",391343,6466514,40,50,8.1,31.8,NA,NA,NA,415,1.7,6.5,645,0.01,2.1,1.4,NA,469,NA,42,0.8,46,2.1,NA,59,0.88,NA,19,8.4,161,3.7,0.59,1,0.81,5.8,1.69897000433602,1.17740689397193,1402.02405493755,1.86027904002957,1.13132990090876,NA,3.67109208888128,17.0039052549008,0.230448921378274,0.812913356642856,2.74686080512717,-2.33349292785712,0.322219294733919,NA,1.6232492903979,-0.0969100130080564,2.34675688176047,1.25084216048982,NA,1.77085201164214,-0.0555173278498314,NA,4.10411519858074,0.924279286061882,-0.396860014634082,1.02670910035209,-0.229147988357856,1,0.948030934583461,0.763427993562937,0.90848501887865,1.50242711998443,2.61804809671209,-0.920691827990653,-0.866524347206234,2.80955971463527,-2,1.00266538092901,0.146128035678238,NA,2.67117284271508,NA,-0.676955200142169,0.994266445337903,1.66275783168157,0.322219294733919,NA,2.36027738079498,0.984379216059351,NA,1.27875360095283,-0.816413791181798,2.20682587603185,0.568201724066995,-1.08894703598579,0,-0.0915149811213502,-0.852057119561827
"05.6","5","5","50-60","Soil",391343,6466514,50,60,7.9,88.3,NA,NA,NA,659,1,5.8,490,0.01,2,1.5,NA,601,NA,55,0.8,60,3.2,0.07,78,0.67,NA,27,13,124,2,0.59,1.6,0.58,7.4,1.77815125038364,1.18640273347869,1285.72009615566,2.23439841018959,1.16031958673349,NA,3.86872457195262,21.1323251512234,0,0.763427993562937,2.63143566711871,-2.33349292785712,0.301029995663981,NA,1.74036268949424,-0.0969100130080564,2.48987844919517,1.42032072692594,-2.62139865830263,1.89209460269048,-0.173925197299174,NA,4.85738962747438,1.11394335230684,-0.416162109229952,1.01406261613582,-0.229147988357856,1.23690668781738,0.871133512152531,0.869231719730976,0.897627091290441,1.94596070357757,2.81888541459401,-1,-0.874114468908177,2.69019608002851,-2,1.00248988614776,0.176091259055681,NA,2.77887447200274,NA,-0.658165705261761,0.994266445337903,1.77815125038364,0.505149978319906,-1.15490195998574,2.50321535243974,0.951873453153182,NA,1.43136376415899,-0.783130513798522,2.09342168516224,0.301029995663981,-1.08894703598579,0.204119982655925,-0.236572006437063,-0.833359414850488
"05.7","5","5","60-70","Soil",391343,6466514,60,70,7.6,264,NA,NA,NA,434,0.6,4.4,415,0.01,1.8,0.9,NA,347,NA,50,0.9,49,2.8,NA,91,0.72,NA,20,9.6,106,1.8,NA,0.7,0.48,4.2,1.84509804001426,1.19406220865692,1124.36896871798,2.71959676414863,0.962098283218076,NA,3.44452733077457,17.3654776937826,-0.221848749616356,0.643452676486187,2.56403333749526,-2.33349292785712,0.255272505103306,NA,1.69897000433602,-0.0457574905606751,2.3800245407111,1.36424459926977,NA,1.95904139232109,-0.142667503568732,NA,4.20631768578753,0.982271233039568,-0.428204259865742,1.01191237802316,NA,0.850996201868572,0.83036634292828,0.6232492903979,0.880813592280791,2.42160392686983,2.63748972951251,-1.08279560714133,-0.892793559913802,2.61804809671209,-2,1.0021110165783,-0.0457574905606751,NA,2.54032947479087,NA,-0.664746336953726,0.997288709209367,1.69019608002851,0.447158031342219,NA,2.58581841873817,0.960348673515343,NA,1.30102999566398,-0.806089627228033,2.02530586526477,0.255272505103306,NA,-0.154901959985743,-0.318758762624413,-0.877477255111493
"06.01A","6","6","0-10","Soil",391248,6466702,0,10,6.42,193,NA,NA,NA,2594,1.9,14.2,1788,0.05,4.4,6.4,2.8,2517,0.35,250,1.6,479,55.7,0.21,176,1.3,1.64,329,11.9,583,8.8,0.91,4.7,1.78,32.5,1,1.10089730326019,626.745164718907,2.57095152961099,1.97537202189804,-0.83531546858279,5.23704036319274,40.2394507494951,0.278753600952829,1.15228834438306,3.22107337829384,-1.73537661323584,0.643452676486187,-0.455931955649724,2.39794000867204,0.204119982655925,3.95537685983721,3.36251817072264,-1.76045826475717,2.24551266781415,0.113943352306837,-0.78346162701477,16.1104626312152,1.07554696139253,-0.314049997456036,1.04478816701781,-0.0409586076789064,2.01388288848682,1.1572374611947,1.51188336097887,0.807535028068853,2.28555730900777,3.41396997174806,-0.90488260700785,-0.816216729071348,3.2523675144599,-1.30102999566398,1.00532967810168,0.806179973983887,0.447158031342219,3.40088321554836,-1.42104331258468,-0.561946767245635,1.01218488448713,2.68033551341456,1.74585519517373,-0.677780705266081,2.97120331678946,1.03284075536009,0.214843848047698,2.51719589794997,-0.789757147804373,2.76566855475901,0.944482672150169,-1.01534749153868,0.672097857935718,0.250420002308894,-0.728284542125639
"06.02A","6","6","10-20","Soil",391248,6466702,10,20,6.43,136.5,NA,NA,NA,3248,3.2,8.9,897,0.05,7.2,8.5,NA,2744,0.46,140,2.5,205,23.2,0.06,79,2.17,1.68,205,12,249,3.7,0.69,6.1,1.7,17.1,1.30102999566398,1.13321900474121,630.133094084114,2.41603617941546,2.19201788022088,NA,5.33353494155651,44.7247736577301,0.505149978319906,0.949390006644913,2.89206972818755,-1.73537661323584,0.857332496431269,-0.337242168318426,2.14612803567824,0.397940008672038,3.2739091426648,2.58178989641374,-2.77200744543571,1.89762709129044,0.33645973384853,-0.774203519802163,12.8407197342701,1.07918124604762,-0.366602455993776,1.02670910035209,-0.161150909262745,2.26598226796074,1.14383799653804,1.23299611039215,0.808210972924222,2.13513265137677,3.51161602056914,-0.834329490859108,-0.845931196851193,2.95279244304409,-1.30102999566398,1.00710751387603,0.929418925714293,NA,3.43838410703471,-1.29682104540251,-0.59700797787884,1.02389231047102,2.31175386105575,1.3654879848909,-1.22184874961636,2.50994048264784,1.10011651919171,0.225309281725863,2.31175386105575,-0.789127530331646,2.39619934709574,0.568201724066995,-1.06175770103794,0.785329835010767,0.230448921378274,-0.772149706056772
"06.03A","6","6","20-30","Soil",391248,6466702,20,30,8.22,113.8,NA,NA,NA,3739,3.4,33.4,13668,0.14,4.3,8.7,13.6,5467,0.44,129,2.2,493,25.9,0.2,223,1.64,2.6,241,59,239,71.2,1.7,10.6,1.57,70.8,1.47712125471966,1.1525641243243,1475.29092846855,2.3384619855286,2.21079343697557,-0.633712464152981,6.17039764520712,47.7843005446176,0.531478917042255,1.52374646681156,4.42560570018637,-1.43587029772437,0.633468455579587,-0.356547323513813,2.11058971029925,0.342422680822206,3.98084668848521,2.66897232794369,-1.7918624697653,2.34830486304816,0.214843848047698,-0.624157271478875,13.8766202989502,1.77085201164214,-0.369345640677286,1.08973632977579,0.230448921378274,2.90946743882091,1.12102272739,1.85003325768977,0.91487181754005,2.05614226205905,3.57275546515422,-0.826490048885051,-0.764494941796558,4.13570497012673,-0.853871964321762,1.0052467628583,0.939519252618618,1.13353890837022,3.73774907389156,-1.31626028285702,-0.602129273080364,1.02052509388995,2.69284691927723,1.41329976408125,-0.698970004336019,3.12306959304462,1.06282157824087,0.414973347970818,2.38201704257487,-0.677995157428306,2.37839790094814,1.85247999363686,-0.91787416437235,1.02530586526477,0.195899652409234,-0.678427066819575
"06.04A","6","6","30-40","Soil",391248,6466702,30,40,8.68,61.7,NA,NA,NA,4070,4.2,72,37178,0.21,5.3,10.4,14.4,5748,0.48,133,3,987,38.7,0.18,254,0.79,3.78,327,149.6,302,225.1,1.96,12.6,1.48,158,1.60205999132796,1.16648965248955,1781.50835820336,2.09521213543729,2.36034107996818,-0.627413486617475,6.23613821837381,49.7279397615949,0.6232492903979,1.85733249643127,5.1743013041377,-1.33264308106596,0.724275869600789,-0.318758762624413,2.12385164096709,0.477121254719662,4.64669369882413,3.01271430148334,-1.86160292782233,2.40483371661994,-0.102372908709559,-0.518947989431682,16.0634234418108,2.17493159352844,-0.353959039508696,1.11530254590687,0.292256071356476,3.14608324097354,1.10438688221902,2.19865708695442,0.938519725176492,1.79028516403324,3.60959440922522,-0.799736770430579,-0.720845873784409,4.57028602308175,-0.677780705266081,1.00600113649145,1.01703333929878,1.15836249209525,3.75951675946219,-1.27847834010499,-0.600213027752295,1.02871401413544,2.99431715266964,1.58771096501891,-0.744727494896694,3.20986914690099,0.971385596812889,0.577491799837225,2.51454775266029,-0.620462087309711,2.48000694295715,2.35237549500052,-0.897018633373434,1.10037054511756,0.170261715394957,-0.630596126371823
"06.05A","6","6","40-50","Soil",391248,6466702,40,50,7.84,61.8,NA,NA,NA,6057,5.7,96.4,14554,0.47,8.2,12.8,47,7843,0.62,149,3.2,563,54.3,0.25,122,2.51,4.02,313,234.6,264,75.5,2.72,18.6,1.55,295,1.69897000433602,1.17740689397193,1252.21208686303,2.09582103465283,2.54709459775531,-0.510233186568622,6.65967375251718,59.9454895758684,0.755874855672491,1.98407703390283,4.46923598405783,-1.14903976334063,0.913813852383717,-0.207608310501746,2.17318626841227,0.505149978319906,4.10036601308024,3.33679568508751,-1.65266477159935,2.08635983067475,0.399673721481038,-0.503426243526549,15.7298695266317,2.37032800777951,-0.362722884052601,1.09102450665384,0.434568904034199,3.75218702916551,1.11738864220538,2.46982201597816,0.894316062684438,1.79098847508882,3.7822575736633,-0.76259594775233,-0.704922820959141,4.16298237058543,-0.327902142064283,1.00757752904888,1.10720996964787,1.67209785793572,3.89448221501009,-1.17351768466004,-0.593137944533116,1.03042624558858,2.75050839485135,1.73479982958885,-0.602059991327962,2.75050755038043,1.12001587430301,0.60422605308447,2.49554433754645,-0.594419070397001,2.42160392686983,1.87794695162919,-0.850782094896338,1.26951294421792,0.190331698170291,-0.595736503120653
"06.06A","6","6","50-60","Soil",391248,6466702,50,60,9.21,56.2,NA,NA,NA,7067,4.6,82.8,14903,0.28,9,11.4,35,7207,0.56,179,3.2,633,41.7,0.22,155,2.92,5.43,222,147.7,261,76.7,3.48,18.4,1.75,160.4,1.77815125038364,1.18640273347869,2187.48050154076,2.06040400737013,2.44116295730312,-0.537210357986811,6.54164867996139,64.4521835200942,0.662757831681574,1.91803033678488,4.4858085254918,-1.26393492939186,0.954242509439325,-0.2518119729938,2.25285303097989,0.505149978319906,4.20883862540833,3.08133904226759,-1.73102797293146,2.19033169817029,0.465382851448418,-0.434034177965801,13.3407789843238,2.16938049531195,-0.363477614653691,1.09137117471274,0.541579243946581,3.73388179049415,1.15226639829476,2.20520436394814,0.964259630196849,1.74973631556906,3.84923509131472,-0.788487402793215,-0.713175952159292,4.17327370145258,-0.552841968657781,1.00791409479844,1.05690485133647,1.54406804435028,3.85775452205944,-1.21418614402326,-0.581888575461978,1.03042624558858,2.80140371001736,1.62013605497376,-0.657577319177794,2.8927478907392,1.141082313984,0.734799829588847,2.34635297445064,-0.621218390887762,2.41664050733828,1.88479536394898,-0.817591695888954,1.26481782300954,0.243038048686294,-0.629730876011
"06.07A","6","6","60-70","Soil",391248,6466702,60,70,9.2,54.5,NA,NA,NA,4323,2.8,43.9,23686,0.21,4.7,9.1,75.2,4918,NA,113,2.4,1024,25.5,0.15,179,1.25,2.58,184,86.5,266,145.9,2.57,13.2,1.17,105.7,1.84509804001426,1.19406220865692,2179.26472117633,2.04907967032162,2.24754028621978,-0.469996696290199,6.03385974787577,51.1576770585558,0.447158031342219,1.64246452024212,4.82247294874893,-1.33264308106596,0.672097857935718,NA,2.05307844348342,0.380211241711606,4.68495116926015,2.65647012687125,-1.98875875232684,2.25285303097989,0.0969100130080564,-0.626539394330735,12.1921820168657,1.93701610746481,-0.362225339468077,1.10560159282405,0.409933123331295,3.21299118453969,1.04056461814582,2.02407498730743,0.963787827345555,1.73639650227664,3.63578523553365,-0.851859855870233,-0.748665991622537,4.37449172494382,-0.677780705266081,1.00556760364615,0.959041392321094,1.87621784059164,3.6917885244027,NA,-0.610510243977552,1.02281582610373,3.01029995663981,1.40654018043396,-0.823908740944319,2.98179883869277,1.0278636912691,0.41161970596323,2.26481782300954,-0.653717485605161,2.42488163663107,2.16405529189345,-0.858611993967307,1.12057393120585,0.0681858617461616,-0.654111584011318
"06.08A","6","6","70-80","Soil",391248,6466702,70,80,9.4,61,NA,NA,NA,2359,1.6,20.3,49727,0.09,1.9,6.9,8.2,2437,NA,77,1.6,2174,13.7,NA,363,NA,1.09,137,37.7,391,320.9,1.72,7.2,0.96,53.4,1.90308998699194,1.20073710701307,2347.80166593656,2.09092701650503,2.03062432083539,-0.692298568379265,5.2013956967834,38.482851850825,0.204119982655925,1.30749603791321,5.41476986711085,-1.55748104984846,0.278753600952829,NA,1.88649072517248,0.204119982655925,5.54054868995748,2.20246802605434,NA,2.55990662503611,NA,-0.958379561794249,10.5840790400809,1.57634135020579,-0.337716528296752,1.12329848944182,0.235528446907549,2.44246338625644,0.989714501328452,1.72754125702856,0.973127853599699,1.78532983501077,3.3727279408856,-0.929424794795586,-0.794193111822047,4.69659225929766,-1.04575749056068,1.00230542090425,0.838849090737255,0.913813852383717,3.38685552918472,NA,-0.635450793796912,1.01218488448713,3.33725953975028,1.13672056715641,NA,3.46056949651374,NA,0.0374264979406237,2.13672056715641,-0.707562307244228,2.59217675739587,2.5063697170955,-0.91614204881332,0.857332496431269,-0.0177287669604316,-0.69608048785501
"06.09A","6","6","80-90","Soil",391248,6466702,80,90,9.17,105.6,NA,NA,NA,4712,2.2,16.5,31575,0.07,2.7,8.1,9.4,5077,NA,115,2,1390,14,0.07,255,NA,1.07,122,41.4,277,203.7,3.37,14.2,0.92,44.3,1.95424250943932,1.2066557495831,2154.74907375603,2.30729315193535,2.15360990123951,-0.675969607163785,6.07459092585515,53.2720221094185,0.342422680822206,1.21748394421391,5.04395134816896,-1.63119434706901,0.431363764158987,NA,2.06069784035361,0.301029995663981,5.01503983681963,2.2169072464108,-2.62139865830263,2.40654018043396,NA,-0.967174883579797,10.0115852308132,1.6170003411209,-0.359565651672188,1.11306015961404,0.527629900871339,3.32090197027724,0.979103817905906,1.64640372622307,0.962369335670021,2.02366391819779,3.67320528177905,-0.884458855694478,-0.806892192864523,4.49934335922737,-1.15490195998574,1.00356982801052,0.90848501887865,0.973127853599699,3.70560716340461,NA,-0.609393219898246,1.01802176794083,3.14301480025409,1.14612803567824,-1.15490195998574,3.21252658615621,NA,0.0293837776852097,2.08635983067475,-0.701277056092887,2.44247976906445,2.30899102900016,-0.821843740122242,1.15228834438306,-0.0362121726544447,-0.708026124334648
"06.10A","6","6","90-100","Soil",391248,6466702,90,100,9.31,58,NA,NA,NA,4121,2.3,26.9,36499,0.11,4,8.3,12.5,4283,NA,114,2.3,1605,18.8,NA,273,0.87,1.67,143,60,316,233.5,2.66,13.2,1.14,64.6,2,1.21197487232555,2270.85447998064,2.07209213244704,2.17296042879842,-0.643122722123476,5.86003489789344,50.0198585971816,0.361727836017593,1.42975228000241,5.15942580827812,-1.50102130366605,0.602059991327962,NA,2.05690485133647,0.361727836017593,5.17834212608236,2.42309101419233,NA,2.43616264704076,-0.0604807473813815,-0.776486970225399,10.8038867967688,1.77815125038364,-0.351053830712651,1.11612607991346,0.424881636631067,3.21299118453969,1.03374155770535,1.81023251799508,0.968949680981343,1.76342799356294,3.61500261452459,-0.878357711873979,-0.777264437021592,4.56228096581452,-0.958607314841775,1.00498597182854,0.919078092376074,1.09691001300806,3.63174807439657,NA,-0.60994902659225,1.02169472539099,3.20547503674089,1.27415784926368,NA,3.25900917742365,0.982994609531449,0.222716471147583,2.15533603746506,-0.676909997333066,2.4996870826184,2.36828688490213,-0.853852408713619,1.12057393120585,0.0569048513364726,-0.684113447729749
"07.1","7","7","0-10","Soil",391305,6466415,0,10,7.92,7.92,"5",4,NA,1589,2.7,10,1372,0.07,2.4,3.4,5.7,2055,NA,88,1.1,143,27,0.14,62,0.85,1.29,140,20.6,193,6.6,0.58,3.9,0.6,39.4,1,1.10089730326019,1297.02972982699,1.44962883977911,1.5664202369369,-0.73772808021296,5.01723016115305,31.960165354703,0.431363764158987,1,3.09055305477848,-1.63119434706901,0.380211241711606,NA,1.94448267215017,0.0413926851582251,3.02145548120793,2.70267211224504,-2.03911015719832,1.79239168949825,-0.0705810742857073,-0.881954537710448,10.6945958289058,1.31386722036915,-0.383988484358938,1.03875024021613,-0.236572006437063,1.85087685721103,0.878645317085516,1.59549622182557,0.898725181589494,0.898725181589494,3.20112389720738,-0.856697796489745,-0.838419604419966,3.13735411137073,-1.15490195998574,1.00314584105111,0.531478917042255,0.755874855672491,3.31281182621209,NA,-0.626655040702167,1.00245901023727,2.15533603746506,1.43136376415899,-0.853871964321762,2.38506139806346,0.980183011050568,0.110589710299249,2.14612803567824,-0.749514666841325,2.28555730900777,0.819543935541869,-1.09195744887327,0.591064607026499,-0.221848749616356,-0.715625524593439
"07.2","7","7","10-20","Soil",391305,6466415,10,20,9.15,82.7,"5",10,1,2206,2.2,10.6,3925,0.1,3.6,3.2,7.3,2327,NA,161,2,254,21.7,0.14,99,1.24,1.44,73,27,149,15.6,1.36,4.4,0.8,51.1,1.30102999566398,1.13321900474121,2138.51470426225,2.2082840913762,1.53197868203889,-0.706509013143168,5.15084604705385,37.2888483423228,0.342422680822206,1.02530586526477,3.64197158658425,-1.52757747032912,0.556302500767287,NA,2.20682587603185,0.301029995663981,3.43403827280686,2.53025370265734,-2.03911015719832,1.99563519459755,0.0934216851622351,-0.835372030478027,7.82612258993242,1.43136376415899,-0.402490366186928,1.05690893424262,0.133538908370218,1.95468196527671,0.945052943186019,1.70842090013471,0.961421094066448,1.91750550955255,3.34360550810417,-0.884458855694478,-0.834688730255808,3.59383966108127,-1,1.004606158917,0.505149978319906,0.863322860120456,3.36679638328673,NA,-0.588361566430732,1.01802176794083,2.40483371661994,1.33645973384853,-0.853871964321762,2.63211661078743,1.02684738034799,0.15836249209525,1.86332286012046,-0.730435666491637,2.17318626841227,1.19312459835446,-0.951554880332987,0.643452676486187,-0.0969100130080564,-0.698877242459548
"07.3","7","7","20-30","Soil",391305,6466415,20,30,9.23,56.3,NA,NA,NA,1868,1.7,5.6,5412,0.04,2.5,2.2,3.1,1484,NA,111,1.6,214,10.4,0.29,59,0.93,0.77,41,14.1,71,23.9,1,3.7,0.61,19.3,1.47712125471966,1.1525641243243,2203.97811888234,2.06106134792035,1.33529136220672,-0.820587850688021,4.68350452224058,34.4849569883463,0.230448921378274,0.7481880270062,3.82937997223235,-1.80811270239322,0.397940008672038,NA,2.04532297878666,0.204119982655925,3.30540069940319,2.0267681937598,-1.56612125611224,1.77085201164214,-0.0315170514460649,-1.13761161988964,5.93474398949235,1.14921911265538,-0.460580530621745,1.0660319517838,0,1.80732033274186,0.882331286273943,1.28555730900777,0.965201701025912,1.75050839485135,3.27137687189407,-0.920691827990653,-0.876465355824251,3.73335778792559,-1.39794000867204,1.00329276886477,0.342422680822206,0.491361693834273,3.17143390094301,NA,-0.611649318679496,1.01218488448713,2.33041377334919,1.01703333929878,-0.537602002101044,2.36027738079498,0.991101951684993,-0.113509274827518,1.61278385671974,-0.777091471768726,1.85125834871908,1.37839790094814,-1,0.568201724066995,-0.214670164989233,-0.763685167469523
"07.4","7","7","30-40","Soil",391305,6466415,30,40,8.7,49.6,NA,NA,NA,1937,1.2,9.9,1350,0.04,2,2,NA,1574,NA,74,1.2,87,8.5,0.16,48,0.77,1.05,42,25.4,56,7.1,0.75,3.1,0.36,21.4,1.60205999132796,1.16648965248955,1795.7669193205,2.01473329182153,1.28942526750375,NA,4.74217594765176,35.0779236229307,0.0791812460476248,0.99563519459755,3.08275965975997,-1.80811270239322,0.301029995663981,NA,1.86923171973098,0.0791812460476248,2.7047771320509,1.90710153772936,-1.94278426316682,1.68124123737559,-0.113509274827518,-0.97621918549103,6.00372280986678,1.40483371661994,-0.480896164261676,1.04027959329558,-0.1249387366083,1.66830448870159,0.772017593236306,1.33041377334919,0.939519252618618,1.6954816764902,3.28712962071911,-0.972007969519899,-0.839064797086306,3.13033376849501,-1.39794000867204,1.00248988614776,0.301029995663981,NA,3.19700472802305,NA,-0.63809226190679,1.0047091902294,1.93951925261862,0.929418925714293,-0.795880017344075,2.25990364072355,0.968322659378452,0.0211892990699381,1.6232492903979,-0.734700698485551,1.7481880270062,0.851258348719075,-1.04755601619502,0.491361693834273,-0.443697499232713,-0.756534835911948
"07.5","7","7","40-50","Soil",391305,6466415,40,50,8.9,48.5,NA,NA,NA,917,3.5,8.7,1063,0.04,1.1,1.8,6.5,2467,NA,46,0.7,58,11.3,0.28,42,0.43,2.19,54,27.7,48,4,NA,1.9,0.21,27.8,1.69897000433602,1.17740689397193,1942.85186146554,2.00664220049132,1.24055383620337,-0.720987504563515,5.21486909193831,24.6824546807612,0.544068044350276,0.939519252618618,2.96979615703396,-1.80811270239322,0.0413926851582251,NA,1.66275783168157,-0.154901959985743,2.47114229830934,2.07815363910943,-1.58616478268959,1.6232492903979,-0.366531544420413,-0.679296278984246,6.77267580468699,1.44247976906445,-0.494569289477083,1.02832298944423,NA,1.3368991532476,0.67350720071584,1.44404479591808,0.949390006644913,1.68574173860226,2.96236933567002,-0.822767709225255,-0.847404049280289,3.0265332645233,-1.39794000867204,1.00034200106546,0.255272505103306,0.812913356642856,3.39216914948974,NA,-0.670557304782697,0.990851161346646,1.76342799356294,1.05307844348342,-0.552841968657781,2.19723298502936,0.90127565979694,0.340444114840118,1.73239375982297,-0.728656000359647,1.68124123737559,0.602059991327962,NA,0.278753600952829,-0.677780705266081,-0.738719689718852
"07.6","7","7","50-60","Soil",391305,6466415,50,60,8.5,94.6,NA,NA,NA,1383,0.8,23.5,3214,0.07,2.9,2,3.7,1668,NA,70,1.6,172,13.9,0.08,102,1.07,0.97,70,35.8,100,14.9,1,3.2,0.43,42.1,1.77815125038364,1.18640273347869,1656.78084760581,2.26219992332547,1.28942526750375,-0.795601893061525,4.80069526808573,29.9409577716436,-0.0969100130080564,1.37106786227174,3.53004202362044,-1.63119434706901,0.462397997898956,NA,1.84509804001426,0.204119982655925,3.14835242565569,2.2121183921218,-2.49756593230566,2.00860017176192,0.0293837776852097,-1.01513894895502,7.6702060378274,1.55388302664387,-0.432766309651489,1.05593181863249,0,1.69243761551469,0.807552173651568,1.62428209583567,0.929418925714293,1.97589113640179,3.14082218010931,-1.03535888236592,-0.785344884400987,3.50704587242733,-1.15490195998574,1.00382714822176,0.301029995663981,0.568201724066995,3.22219604630172,NA,-0.641804311761939,1.01218488448713,2.23552844690755,1.1430148002541,-1.09691001300806,2.64871791123693,1.00836771577346,-0.0132282657337552,1.84509804001426,-0.711058135702697,2,1.17318626841227,-1,0.505149978319906,-0.366531544420413,-0.711318444746338
"07.7","7","7","60-70","Soil",391305,6466415,60,70,8.08,50.6,NA,NA,NA,500,NA,5.9,891,NA,1.8,0.6,NA,397,NA,52,1,54,1.8,NA,54,0.68,NA,10,3.7,50,3.9,0.76,1.1,0.24,3.8,1.84509804001426,1.19406220865692,1390.0697514793,2.02196204487472,0.82916663151965,NA,3.5439753311487,18.5602582696219,NA,0.770852011642144,2.8890395990665,NA,0.255272505103306,NA,1.7160033436348,0,2.43211004651984,1.19400724071618,NA,1.73239375982297,-0.167491087293764,NA,3.0167875277105,0.568201724066995,-0.490910991621555,1.02779860519683,-0.119186407719209,1.04405804199242,0.696673901961209,0.57978359661681,0.907411360774586,1.7041505168398,2.69897000433602,NA,-0.872971539752213,2.94987770403687,NA,1.0021110165783,-0.221848749616356,NA,2.59879050676312,NA,-0.662030437746221,1,1.73239375982297,0.255272505103306,NA,2.31666515922649,0.953611864468465,NA,1,-0.882768399648942,1.69897000433602,0.591064607026499,-1.0453176186329,0.0413926851582251,-0.619788758288394,-0.885512354685311
"07.8","7","7","70-80","Soil",391305,6466415,70,80,8.14,32.4,NA,NA,NA,247,NA,4.9,512,0.01,1.5,0.2,NA,218,NA,37,0.8,37,1.5,NA,34,0.45,NA,9,3.5,NA,1.9,0.56,0.3,0.2,3.3,1.90308998699194,1.20073710701307,1426.15175562344,1.86652870348776,0.554201907858948,NA,3.12209003765263,13.3237953027528,NA,0.690196080028514,2.64954917669612,-2.33349292785712,0.176091259055681,NA,1.56820172406699,-0.0969100130080564,2.23563385525167,1.13010993778498,NA,1.53147891704226,-0.346787486224656,NA,2.86815066156634,0.544068044350276,NA,1.01301523262457,-0.2518119729938,0.580052682509169,0.665236005540582,0.518513939877887,0.910624404889201,1.51054501020661,2.39269695325967,NA,-0.885469028693883,2.70926996097583,-2,1.00145573834444,-0.698970004336019,NA,2.3384564936046,NA,-0.685971344049306,0.994266445337903,1.56820172406699,0.176091259055681,NA,2.10159075597712,0.906336225269011,NA,0.954242509439325,-0.887456083529136,NA,0.278753600952829,-1.09816330332769,-0.522878745280338,-0.698970004336019,-0.896963821196243
