"Sample","Group","Core","range","Type","Easting","Northing","Depth_upper","Depth_lower","pH","EC","Microplastics_fragments","Microplastics_fibres","Microplastics_other","Al","As","Ba","Ca","Cd","Ce","Cr","Cu","Fe","Gd","K","La","Mg","Mn","Mo","Na","Nd","Ni","P","Pb","S","Sr","Th","V","Y","Zn","Depth_lower.log","Depth_lower.pow","pH.pow","EC.pow","Cr.pow","Cu.pow","Fe.pow","Al.pow","As.log","Ba.log","Ca.pow","Cd.pow","Ce.log","Gd.log","K.log","La.log","Mg.pow","Mn.pow","Mo.pow","Na.log","Nd.log","Ni.pow","P.pow","Pb.log","S.pow","Sr.pow","Th.log","V.pow","Y.pow","Zn.log","pH.log","EC.log","Al.log","As.pow","Ba.pow","Ca.log","Cd.log","Ce.pow","Cr.log","Cu.log","Fe.log","Gd.pow","K.pow","La.pow","Mg.log","Mn.log","Mo.log","Na.pow","Nd.pow","Ni.log","P.log","Pb.pow","S.log","Sr.log","Th.pow","V.log","Y.log","Zn.pow"
"03.1","3","3.1","0-10","Soil",391086,6466660,0,10,8.41,146.5,"3",2,1,2187,1.7,10.9,40298,0.05,3.3,8.4,NA,1559,0.32,179,2.3,1701,25.9,0.1,356,NA,0.9,243,9.3,404,287.8,0.8,3.9,1.94,15.5,1,1.10089730326019,1596.80704641701,2.44688059974222,2.18252507375227,NA,4.73258434161225,37.1375470386776,0.230448921378274,1.03742649794062,5.2398410478376,-1.73537661323584,0.518513939877887,-0.494850021680094,2.25285303097989,0.361727836017593,5.24580217685583,2.66897232794369,-2.30354689643614,2.55144999797288,NA,-1.05334861224041,13.9317252735261,0.968482948553935,-0.335713555437519,1.12083751527653,-0.0969100130080564,1.85087685721103,1.18274180201491,1.19033169817029,0.924795995797912,2.16583762469013,3.33984878303764,-0.920691827990653,-0.832907655546058,4.60528349253025,-1.30102999566398,1.0042926008278,0.924279286061882,NA,3.19284611518884,-1.46431253457235,-0.581888575461978,1.02169472539099,3.23070431361257,1.41329976408125,-1,3.44640654577082,NA,-0.0457574905606751,2.38560627359831,-0.808532429014549,2.60638136511061,2.45909078960059,-1.03669426296977,0.591064607026499,0.287801729930226,-0.779089387127486
"03.2","3","3.1","10-20","Soil",391086,6466660,10,20,9.11,62.1,"2",0,0,2073,2,7.4,57265,0.02,1.4,7.7,NA,1650,NA,154,1.8,2365,14.4,0.06,455,NA,0.75,172,13.8,429,390.7,1.09,5.2,1.21,18.6,1.30102999566398,1.13321900474121,2106.30725856301,2.09764289407743,2.11398115925936,NA,4.78969443651095,36.2147400444174,0.301029995663981,0.869231719730976,5.5354665929215,-2.05407356338647,0.146128035678238,NA,2.18752072083646,0.255272505103306,5.64548234821591,2.23582721870225,-2.77200744543571,2.65801139665711,NA,-1.15247672223098,11.8041813176609,1.13987908640124,-0.332067492853376,1.12776130950052,0.0374264979406237,2.10812112503748,1.04946169397411,1.26951294421792,0.959518376972998,1.79309160017658,3.31659930209386,-0.897683702361961,-0.857966325671809,4.7578892650549,-1.69897000433602,1.0012078842212,0.886490725172482,NA,3.21748394421391,NA,-0.591097919558565,1.01526161489675,3.37383114507383,1.15836249209525,-1.22184874961636,3.62918943122145,NA,-0.1249387366083,2.23552844690755,-0.77868589215068,2.63245729218472,2.59184341122478,-0.986178943931366,0.716003343634799,0.0827853703164501,-0.766259090924498
"03.3","3","3.2","0-10","Soil",391080,6466662,0,10,8.11,100.5,"3",1,1,2880,2.5,12.3,7361,0.06,5.4,9.4,NA,2408,0.55,200,2.9,481,40.5,0.17,158,2.35,1.6,235,15.1,293,53,1.09,5.1,2.71,21.8,1,1.10089730326019,1408.02854393608,2.28689092514204,2.27443425213628,NA,5.18824651194931,42.2670339810564,0.397940008672038,1.0899051114394,4.0178407390017,-1.67812433090273,0.732393759822969,-0.259637310505756,2.30102999566398,0.462397997898956,3.95905053434895,3.05431661262245,-1.90056639955511,2.19865708695442,0.371067862271736,-0.793063208866096,13.7098620015008,1.17897694729317,-0.35591205622449,1.0832745366112,0.0374264979406237,2.0896843108374,1.28722874321505,1.3384564936046,0.909020854211156,2.00216606175651,3.45939248775923,-0.867026610435447,-0.825239895783678,3.86693681773164,-1.22184874961636,1.00606860262359,0.973127853599699,NA,3.38165648258579,-1.22153110759659,-0.57518951574442,1.02781573321387,2.68214507637383,1.60745502321467,-0.769551078621726,2.90445073267359,1.11096673296098,0.204119982655925,2.37106786227174,-0.772033299393575,2.46686762035411,1.72427586960079,-0.986178943931366,0.707570176097936,0.432969290874406,-0.755259884641741
"03.4","3","3.2","10-20","Soil",391080,6466662,10,20,8.93,114.6,"2",0,0,2180,1.9,6.5,35161,0.03,4.3,9.3,NA,1434,0.25,143,2.4,1297,14,0.07,311,1.22,0.66,118,8.4,280,262.7,1.21,3.8,1.42,5.2,1.30102999566398,1.13321900474121,1965.63002639724,2.34140315552332,2.26553079350898,NA,4.64968678380451,37.0816289339754,0.278753600952829,0.812913356642856,5.12941624460054,-1.90640263719207,0.633468455579587,-0.602059991327962,2.15533603746506,0.380211241711606,4.9382561590377,2.2169072464108,-2.62139865830263,2.49276038902684,0.0863598306747482,-1.22749238991506,9.85280948139624,0.924279286061882,-0.358861895865731,1.11877880199059,0.0827853703164501,1.82925554319586,1.09287180966303,0.716003343634799,0.950851458888546,2.05918461763137,3.3384564936046,-0.90488260700785,-0.866524347206234,4.54606121817381,-1.52287874528034,1.0052467628583,0.968482948553935,NA,3.15654915133178,-1.59044471335388,-0.595688167224058,1.02281582610373,3.11293997608408,1.14612803567824,-1.15490195998574,3.34969880722209,1.02479301144721,-0.180456064458131,2.07188200730613,-0.816413791181798,2.44715803134222,2.41946007278607,-0.969684369022847,0.57978359661681,0.152288344383056,-0.860573640042304
"03.5","3","3.2","20-30","Soil",391080,6466662,20,30,8.77,116.8,"0",0,0,5039,3.8,19.6,8356,0.08,5.2,9.9,10.3,4907,0.4,157,2.5,382,31.3,0.19,121,1.66,3.54,199,62.8,119,49.4,2.68,10.6,1.01,62.9,1.47712125471966,1.1525641243243,1846.31144043034,2.34940538276191,2.3180748910413,-0.665253537324523,6.03100365861703,54.9788034248769,0.57978359661681,1.29225607135648,4.09819875639643,-1.59160392443092,0.716003343634799,-0.397940008672038,2.19589965240923,0.397940008672038,3.76090617559679,2.82588470179024,-1.82548207678641,2.08278537031645,0.220108088040055,-0.536015320336019,12.6591009690324,1.7979596437372,-0.419289001647061,1.08174045965625,0.428134794028789,2.90946743882091,1.0025232430917,1.79865064544527,0.94299959336604,2.06744284277638,3.70234435835577,-0.81229836886175,-0.796329054266461,3.92199843130827,-1.09691001300806,1.00593238986745,0.99563519459755,1.01283722470517,3.69081605798092,-1.35892827240919,-0.589908712631401,1.02389231047102,2.58206336291171,1.49554433754645,-0.721246399047171,2.74574383079298,1.06440942587289,0.549003262025788,2.29885307640971,-0.673973875794069,2.07554696139253,1.69372694892365,-0.852820108796715,1.02530586526477,0.00432137378264258,-0.685777099161646
"03.6","3","3.2","30-40","Soil",391080,6466662,30,40,8.81,135.1,"0",0,0,8197,4.4,34.7,12040,0.12,8.4,13,19.3,6163,0.45,407,4.6,545,29.6,0.15,244,2.92,2.92,178,60.1,150,65.3,3.38,15,1.8,89.2,1.60205999132796,1.16648965248955,1875.64395314146,2.4115711419004,2.56161817384699,-0.596106841774924,6.32873910786285,69.106132314353,0.643452676486187,1.54032947479087,4.33880152029626,-1.47718074609651,0.924279286061882,-0.346787486224656,2.60959440922522,0.662757831681574,4.07078764212883,2.77867819231191,-1.98875875232684,2.38738982633873,0.465382851448418,-0.5894229930035,11.9998837463062,1.77887447200274,-0.402001014975981,1.08783889069836,0.528916700277655,3.40426754853811,1.1605168493683,1.95036485437612,0.944975908412048,2.13065534902203,3.91365493508662,-0.793964300166643,-0.762263942037547,4.08062648692181,-0.920818753952375,1.00766464227178,1.11394335230684,1.28555730900777,3.78979216773068,-1.30639651133646,-0.534074691641241,1.04010747063836,2.73639650227664,1.47129171105894,-0.823908740944319,3.1828299217275,1.141082313984,0.465382851448418,2.25042000230889,-0.676802572347338,2.17609125905568,1.81491318127507,-0.821450573293164,1.17609125905568,0.255272505103306,-0.664301437310734
"03.7","3","3.2","40-50","Soil",391080,6466662,40,50,8.12,81.2,NA,NA,NA,4112,2.5,15.9,7622,0.05,4.2,7.5,8.6,5028,0.29,161,2.4,306,20.7,0.18,130,1.81,1.76,83,21.3,93,36.1,1.88,11.5,0.9,38.7,1.69897000433602,1.17740689397193,1414.05130172545,2.20104327445743,2.09367663712338,-0.686559848864256,6.06214709616392,49.9684832142671,0.397940008672038,1.20139712432045,4.03976653215288,-1.73537661323584,0.6232492903979,-0.537602002101044,2.20682587603185,0.380211241711606,3.57953973730132,2.49449778845977,-1.86160292782233,2.11394335230684,0.257678574869184,-0.756639186825635,8.32307434518842,1.32837960343874,-0.438516110660774,1.07492630308232,0.27415784926368,3.01872552494876,0.973668801278679,1.58771096501891,0.909556029241175,1.90955602924118,3.61405310598722,-0.867026610435447,-0.809183047605743,3.88206894443615,-1.30102999566398,1.00516190357182,0.8750612633917,0.934498451243568,3.70139526901392,-1.51336440113703,-0.588361566430732,1.02281582610373,2.48572142648158,1.31597034545692,-0.744727494896694,2.78754744358447,1.07581086738927,0.24551266781415,1.91907809237607,-0.747131442468896,1.96848294855394,1.55750720190566,-0.903075949966211,1.06069784035361,-0.0457574905606751,-0.716794865768207
"03.8","3","3.2","50-60","Soil",391080,6466662,50,60,9.02,100.5,NA,NA,NA,3258,2.1,26.8,17534,0.23,3.6,6,111.7,3838,0.31,163,2.4,420,24.3,0.12,140,1.12,2.4,99,567.5,232,55,1.62,8.6,1.04,221.5,1.77815125038364,1.18640273347869,2035.10413044235,2.28689092514204,1.92916767425586,-0.438594591694575,5.72567245496306,44.7894431424451,0.322219294733919,1.42813479402879,4.60117949633712,-1.31052149640573,0.556302500767287,-0.508638306165727,2.21218760440396,0.380211241711606,3.84121719073688,2.61812208801392,-2.15626437433111,2.14612803567824,0.0492180226701817,-0.649295135316191,9.05724943707666,2.75396586586516,-0.37134787772144,1.08408324365806,0.209515014542631,2.64688647966547,1.00998271040676,2.34537373055909,0.955206537541942,2.00216606175651,3.51295107997249,-0.890889261246844,-0.777486035760701,4.24388100221832,-0.638272163982407,1.004606158917,0.778151250383644,2.04805317311561,3.58410497039945,-1.47995642050442,-0.587603833975474,1.02281582610373,2.6232492903979,1.38560627359831,-0.920818753952375,2.83139691690024,1.01405552665654,0.380211241711606,1.99563519459755,-0.546423812953711,2.3654879848909,1.74036268949424,-0.925047242856118,0.934498451243568,0.0170333392987804,-0.611489042924426
"04.1.1","4","4.1","0-10","Soil",391388,6466613,0,10,7.2,83,"0",2,0,2763,7.2,17.6,16228,0.21,2.6,11.7,35.7,3797,NA,96,1.7,611,17.9,0.17,149,0.93,2.34,351,43.1,249,81.7,1.72,8.7,1.11,124.5,1,1.10089730326019,932.344581890689,2.20971930461942,2.46452844731841,-0.535354345382918,5.7126847765576,41.4510813954132,0.857332496431269,1.24551266781415,4.54588614651086,-1.33264308106596,0.414973347970818,NA,1.98227123303957,0.230448921378274,4.17579776226341,2.3874967771948,-1.90056639955511,2.17318626841227,-0.0315170514460649,-0.657455195732033,16.6183766699308,1.63447727016073,-0.366602455993776,1.09276062387356,0.235528446907549,2.6607652217311,1.02678306999507,2.09516935143176,0.857332496431269,1.91907809237607,3.44138088491651,-0.735352238643117,-0.802916226522397,4.21026499903229,-0.677780705266081,1.00343395356628,1.06818586174616,1.55266821611219,3.5794405971398,NA,-0.620989195188277,1.01376735559084,2.78604121024255,1.25285303097989,-0.769551078621726,2.86879522166184,0.991101951684993,0.369215857410143,2.54530711646582,-0.698592579459419,2.39619934709574,1.91222205653242,-0.91614204881332,0.939519252618618,0.0453229787866575,-0.644431449829428
"04.1.2","4","4.1","10-20","Soil",391388,6466613,10,20,7.74,62.8,"2",0,0,2544,6.8,17.1,43157,0.24,2.1,24.5,30.9,3169,NA,91,1.7,1489,20.1,0.11,294,NA,2.63,175,58.1,409,268.4,1.44,7,1.27,456,1.30102999566398,1.13321900474121,1197.75278766941,2.1018659777639,3.23181373127536,-0.549036308795272,5.49842449509425,39.8730065804529,0.832508912706236,1.23299611039215,5.29624004223409,-1.30029874214649,0.322219294733919,NA,1.95904139232109,0.230448921378274,5.09250811774037,2.47246161916715,-2.22534049458198,2.46834733041216,NA,-0.620634939169155,11.9024690747277,1.76417613239033,-0.334963372790428,1.11926273819308,0.15836249209525,2.41153522604642,1.06240423240452,2.65896484266443,0.888740960682893,1.7979596437372,3.40551710697638,-0.741926647048451,-0.80468931448529,4.63505124767147,-0.619788758288394,1.00266538092901,1.38916608436453,1.48995847942483,3.5009222391903,NA,-0.624466076260645,1.01376735559084,3.17289469775218,1.30319605742049,-0.958607314841775,3.3102749724831,NA,0.419955748489758,2.24303804868629,-0.678989167237681,2.61172330800734,2.42878251149695,-0.942811566589977,0.845098040014257,0.103803720955957,-0.572568579904154
"04.1.3","4","4.1","20-30","Soil",391388,6466613,20,30,8.07,61.8,NA,NA,NA,3252,4.9,39,43813,0.43,2.7,12.6,148.7,5536,0.25,139,2.5,1537,42.9,0.43,342,0.45,5.79,250,193.8,486,269.5,1.98,10.1,1.55,278.1,1.47712125471966,1.1525641243243,1384.11987114993,2.09582103465283,2.5324265916117,-0.417202430392942,6.18678284999327,44.7506540966518,0.690196080028514,1.5910646070265,5.30873447834671,-1.1680004050507,0.431363764158987,-0.602059991327962,2.14301480025409,0.397940008672038,5.12863481104832,3.10782375144302,-1.35778170756981,2.53402610605613,-0.346787486224656,-0.420505204923098,14.1227567658004,2.28735377271475,-0.324618042869457,1.11935496908884,0.296665190261531,2.8465632025246,1.11738864220538,2.44420098886416,0.90687353472207,1.79098847508882,3.51215053692203,-0.78076808162069,-0.75547862592602,4.64160299156755,-0.366531544420413,1.00356982801052,1.10037054511756,2.17231096852195,3.7431960814487,-1.59044471335388,-0.597454868443807,1.02389231047102,3.18667386749975,1.63245729218472,-0.366531544420413,3.41740792479581,0.906336225269011,0.762678563727436,2.39794000867204,-0.605341856172022,2.68663626926229,2.43055876952276,-0.895549105041006,1.00432137378264,0.190331698170291,-0.598946066232028
"04.1.4","4","4.1","30-40","Soil",391388,6466613,30,40,8.25,61.4,NA,NA,NA,4390,4.9,65.2,15266,0.84,4.7,34.2,355.6,7688,0.44,141,2.8,614,50.3,1.35,150,2.17,9.4,185,376.2,350,78,2.5,12,1.45,449.2,1.60205999132796,1.16648965248955,1494.02464543827,2.09338056616982,3.65233471338526,-0.358236896809412,6.63162570959587,51.5288260624102,0.690196080028514,1.81424759573192,4.50270198188409,-1.03260175073448,0.672097857935718,-0.356547323513813,2.14921911265538,0.447158031342219,4.18035723154485,3.26065393042967,-0.896948330221622,2.17609125905568,0.33645973384853,-0.331098289656755,12.2239127254946,2.57541879121436,-0.344589472654595,1.09174078496765,0.397940008672038,3.07740667215033,1.09867382552203,2.65243974758942,0.916453948549925,1.78816837114117,3.64246452024212,-0.78076808162069,-0.726340187429485,4.18372525804558,-0.0757207139381184,1.00556760364615,1.53402610605614,2.55096175229818,3.88581337466049,-1.31626028285702,-0.596564598766791,1.02688675345623,2.78816837114117,1.70156798505593,0.130333768495006,2.87283957840547,1.10011651919171,0.973127853599699,2.26717172840301,-0.568258949423644,2.54406804435028,1.89209460269048,-0.862449759104086,1.07918124604762,0.161368002234975,-0.573352622093067
"04.1.5","4","4.1","40-50","Soil",391388,6466613,40,50,8.54,52.8,NA,NA,NA,4353,4.8,76.2,14524,1.15,4.1,19.6,350.9,7183,0.42,139,2.7,509,50.4,1.13,174,1.8,8.82,176,334,425,55.8,2.61,10.2,1.47,526.7,1.69897000433602,1.17740689397193,1683.94320487052,2.03746166823827,2.97787655889348,-0.359070889960165,6.53703652398315,51.3242373477867,0.681241237375587,1.8819549713396,4.46779581060131,-0.97461120574032,0.612783856719735,-0.3767507096021,2.14301480025409,0.431363764158987,4.00927575471276,3.26260809630082,-0.956675227280608,2.2405492482826,0.255272505103306,-0.341665579430959,11.9350365216097,2.52374646681156,-0.33263373287962,1.08439868479082,0.416640507338281,2.85927820347776,1.10249221773658,2.72156331835748,0.931457870689005,1.72263392253381,3.6387886671574,-0.783279042786935,-0.717724626056072,4.16208624024085,0.0606978403536116,1.00507500671221,1.29225607135648,2.54518336821541,3.8563058664333,-1.33691610688891,-0.597454868443807,1.02592487130272,2.70671778233676,1.70243053644553,0.0530784434834197,2.96406016294336,1.07507705582404,0.94546858513182,2.24551266781415,-0.574739417843998,2.62838893005031,1.74663419893758,-0.856473099819562,1.00860017176192,0.167317334748176,-0.565101141961274
"04.1.6","4","4.1","50-60","Soil",391388,6466613,50,60,8.65,59.6,NA,NA,NA,3816,3.8,44.2,15097,0.6,5.1,12.4,95.8,5911,0.57,164,3,591,40.9,0.43,123,2.47,6.18,218,137.4,285,62.3,1.66,8.7,1.91,396.3,1.77815125038364,1.18640273347869,1760.27177013116,2.08223429104427,2.5176103918767,-0.45052430510327,6.27311881538479,48.2443345176379,0.57978359661681,1.64542226934909,4.49487963948383,-1.09855268455954,0.707570176097936,-0.244125144327509,2.2148438480477,0.477121254719662,4.1449482923874,3.06338547956785,-1.35778170756981,2.0899051114394,0.392696953259666,-0.407198456288351,13.2249632409068,2.13798673272353,-0.357708548031658,1.08680863693545,0.220108088040055,2.6607652217311,1.17808265217321,2.59802407233419,0.937016107464814,1.77524625974024,3.58160836603206,-0.81229836886175,-0.748275840991035,4.17889065504891,-0.221848749616356,1.00586231311009,1.09342168516224,1.98136550907854,3.77166095934889,-1.20701418717233,-0.587228808737632,1.02871401413544,2.77158748088126,1.61172330800734,-0.366531544420413,2.75524054586172,1.11780207890975,0.790988475088816,2.3384564936046,-0.625512983620305,2.45484486000851,1.79448804665917,-0.921410509389117,0.939519252618618,0.281033367247728,-0.57993304957575
"04.2.1","4","4.2","0-10","Soil",391399,6466606,0,10,5.4,61.7,"6",4,0,2500,4.6,20.8,4096,0.38,3.9,8.4,18.2,4303,0.45,123,2.1,355,34.4,0.26,75,1.5,2.76,269,58.4,390,14.4,1.06,5.6,1.52,197.2,1,1.10089730326019,344.208199465249,2.09521213543729,2.18252507375227,-0.602252015216809,5.86581017837427,39.5473654341334,0.662757831681574,1.31806333496276,3.66631109266081,-1.19487144257295,0.591064607026499,-0.346787486224656,2.0899051114394,0.322219294733919,3.69998148321468,2.90754863037955,-1.6293408185132,1.8750612633917,0.176091259055681,-0.606038146103823,14.6276609787158,1.7664128471124,-0.337873854676303,1.05520593693251,0.0253058652647703,2.17999158084614,1.11187128936585,2.29490691060519,0.732393759822969,1.79028516403324,3.39794000867204,-0.788487402793215,-0.79271542719805,3.61235994796777,-0.42021640338319,1.0048946908486,0.924279286061882,1.26007138798507,3.63377134608256,-1.30639651133646,-0.605130255471786,1.01930247559967,2.55022835305509,1.53655844257153,-0.585026652029182,2.48262305739141,1.05120534197559,0.440909082065218,2.42975228000241,-0.678655967769617,2.5910646070265,1.15836249209525,-0.990633872827072,0.7481880270062,0.181843587944773,-0.617995173044207
"04.2.2","4","4.2","10-20","Soil",391399,6466606,10,20,5.22,70.9,"3",1,0,2856,10.6,52.7,8010,0.74,3.6,12.2,55.3,10712,0.31,164,2.2,481,54.8,0.9,118,1.62,5.98,309,96.1,631,34.6,1.2,7.7,1.66,374.7,1.30102999566398,1.13321900474121,306.072058922099,2.14811976556085,2.50264207432767,-0.495935533759903,7.11343869652544,42.1011120642975,1.02530586526477,1.72181061521255,4.07121810856045,-1.05696787521395,0.556302500767287,-0.508638306165727,2.2148438480477,0.342422680822206,3.95905053434895,3.34603488596621,-1.03892065336139,2.07188200730613,0.209515014542631,-0.413860549716277,15.633148436946,1.98272338766855,-0.309563310270236,1.07400762193654,0.0791812460476248,2.51778274630179,1.13696096282924,2.5736836930938,0.717670503002262,1.85064623518307,3.45575820310414,-0.692370341450495,-0.73826974086771,3.90363251608424,-0.130768280269024,1.004606158917,1.08635983067475,1.7427251313047,4.02987056400395,-1.47995642050442,-0.587228808737632,1.02052509388995,2.68214507637383,1.73878055848437,-0.0457574905606751,2.73126371535748,1.06121665978406,0.776701183988411,2.48995847942483,-0.647193144706787,2.80002935924413,1.53907609879278,-0.970984843645861,0.886490725172482,0.220108088040055,-0.582900899947737
"04.2.3","4","4.2","20-30","Soil",391399,6466606,20,30,5.21,64.7,NA,NA,NA,4219,13.7,86.9,10197,1.34,4.6,22.8,127.8,16754,0.79,149,2.8,476,97.9,1.44,133,2.78,12.81,287,213.6,853,45,1.64,11.5,2.25,724.1,1.47712125471966,1.1525641243243,304.045901136871,2.11313700763037,3.14769719924082,-0.428393794651136,7.8190062512865,50.5754744238449,1.13672056715641,1.93901977644867,4.22765699282142,-0.94757218660601,0.662757831681574,-0.102372908709559,2.17318626841227,0.447158031342219,3.94984393129892,3.9861245645131,-0.876213416428471,2.12385164096709,0.444044795918076,-0.284215034187675,15.0891333125176,2.32960124835652,-0.293047953070317,1.07970929447248,0.214843848047698,3.01872552494876,1.22799136041616,2.85979854748057,0.716837723299524,1.8109042806687,3.62520952538188,-0.665256090546285,-0.710542711242392,4.00847241930272,0.127104798364808,1.00549001963651,1.35793484700045,2.10653085382238,4.22411851110638,-1.08209591989638,-0.593137944533116,1.02688675345623,2.67760695272049,1.99078269180314,0.15836249209525,2.80097397894967,1.13419821607706,1.10754912974469,2.45788189673399,-0.599755517804466,2.93094903116752,1.65321251377534,-0.923215997614676,1.06069784035361,0.352182518111362,-0.548954100860176
"04.2.4","4","4.2","30-40","Soil",391399,6466606,30,40,8.53,68.4,NA,NA,NA,5179,13.2,96.9,8931,1.6,4.4,24.5,144.4,22180,0.95,188,3.4,490,81.5,1.47,173,3.07,15.22,324,375.7,779,33.9,1.84,15.3,2.5,1155.2,1.60205999132796,1.16648965248955,1677.12314411909,2.1343280818246,3.23181373127536,-0.419347491877634,8.29686769030817,55.691551066538,1.12057393120585,1.98632377705077,4.14101959617945,-0.917151880630202,0.643452676486187,-0.0222763947111523,2.27415784926368,0.531478917042255,3.97543664102965,3.77164413554886,-0.869690427877105,2.2380461031288,0.487138375477186,-0.261045345864161,15.992583015267,2.57484119506338,-0.297924764181694,1.07356546618419,0.264817823009536,3.43490009549507,1.26120027549767,3.06265718022556,0.930949031167523,1.83505610172012,3.71424591101789,-0.669118793176057,-0.704643756145831,3.95090008936639,0.204119982655925,1.00532967810168,1.38916608436453,2.15956719323362,4.34596154181314,-1.01731686891743,-0.578916548133494,1.03203723561929,2.69019608002851,1.91115760873998,0.167317334748176,2.9604642538833,1.14814411529727,1.18241465243455,2.51054501020661,-0.568330983093148,2.89153745767256,1.53019969820308,-0.906217959189338,1.1846914308176,0.397940008672038,-0.52609010027634
"04.2.5","4","4.2","40-50","Soil",391399,6466606,40,50,8.48,68.8,NA,NA,NA,4832,9.4,72.3,12640,1.01,6.2,16.8,103.5,12910,0.75,175,3.6,525,72.8,0.86,152,3.07,11.53,327,296.1,655,41,2.37,11.4,2.18,687.7,1.69897000433602,1.17740689397193,1643.31721749864,2.13656225417702,2.81420297705666,-0.444478108160931,7.39976761805786,53.9054443522185,0.973127853599699,1.85913829729453,4.37188464966881,-0.998170781901599,0.792391689498254,-0.1249387366083,2.24303804868629,0.556302500767287,4.03701854368317,3.64536632264218,-1.05617909828199,2.18184358794477,0.487138375477186,-0.299364703002276,16.0634234418108,2.4714384073893,-0.307468736563467,1.07768623150303,0.374748346010104,3.00682261307232,1.21820112795958,2.83739902434202,0.928395852256714,1.83758843823551,3.68412692561308,-0.705445816921321,-0.720616502402571,4.10174707394637,0.00432137378264258,1.00656737351109,1.22530928172586,2.01494034979294,4.11092624226642,-1.10108002258943,-0.583262896846573,1.03355842411965,2.72015930340596,1.86213137931304,-0.0655015487564323,2.88086485854193,1.14814411529727,1.0618293072947,2.51454775266029,-0.581374893512693,2.81624129999178,1.61278385671974,-0.869919755636131,1.05690485133647,0.338456493604605,-0.551538878283719
"04.2.6","4","4.2","50-60","Soil",391399,6466606,50,60,8.85,NA,NA,NA,NA,5302,6.7,63,15412,0.67,5,14,83.8,8722,0.51,172,2.8,524,57.3,0.69,127,2.39,7.67,238,152.5,447,48.4,2.06,11.8,1.59,428.7,1.77815125038364,1.18640273347869,1905.30642417647,NA,2.6321911552956,-0.461185957442251,6.81094764962688,56.3093692584932,0.826074802700826,1.79934054945358,4.50940113324202,-1.07647215537587,0.698970004336019,-0.292429823902064,2.23552844690755,0.447158031342219,4.03530401418997,3.39136829048087,-1.14393307061803,2.10380372095596,0.378397900948138,-0.366042297100895,13.7935146570145,2.1832698436828,-0.329594444790783,1.08129486022095,0.313867220369153,3.05409796554019,1.12462240576986,2.63215348351063,0.946943270697825,NA,3.72443972339707,-0.743640261365177,-0.728250913120933,4.18785900034096,-0.173925197299174,1.00579085363211,1.14612803567824,1.92324401863028,3.94061608233741,-1.25279693149547,-0.584316603805185,1.02688675345623,2.71933128698373,1.75815462196739,-0.161150909262745,2.77387404963584,1.11327851749357,0.884795363948981,2.37657695705651,-0.619327781056975,2.65030752313194,1.68484536164441,-0.889838771476852,1.07188200730613,0.201397124320452,-0.575797042584068
"05.1","5","5","0-10","Soil",391343,6466514,0,10,6.4,63.5,"Present",NA,NA,2486,2.8,12.9,1246,0.06,5.7,6.1,5.3,2641,0.38,126,2.5,234,17.9,0.24,37,1.99,1.25,127,79,203,6.8,1.19,5.7,1.49,35.7,1,1.10089730326019,620.008206221286,2.1060506100139,1.94089734193951,-0.747169001525692,5.29056316992285,39.4431162680097,0.447158031342219,1.11058971029925,3.04439960027012,-1.67812433090273,0.755874855672491,-0.42021640338319,2.10037054511756,0.397940008672038,3.37185857590645,2.3874967771948,-1.67729565794103,1.56820172406699,0.298853076409707,-0.895765601442895,10.2062916534043,1.89762709129044,-0.380476757428795,1.03937517390262,0.0755469613925307,2.19751615368029,1.10627201112846,1.55266821611219,0.806179973983887,1.80277372529198,3.39550112430563,-0.851859855870233,-0.822237056859,3.09551804232315,-1.22184874961636,1.00626377470065,0.785329835010767,0.724275869600789,3.42176840120692,-1.38246065517069,-0.603610034931339,1.02389231047102,2.36921585741014,1.25285303097989,-0.619788758288394,2.13935285402557,1.08844632155476,0.0969100130080564,2.10380372095596,-0.659392683869292,2.30749603791321,0.832508912706236,-0.972297967096666,0.755874855672491,0.173186268412274,-0.722081968316927
"05.2","5","5","10-20","Soil",391343,6466514,10,20,7.4,93.9,"Absent",NA,NA,3141,2.9,15.3,1567,0.08,5.7,6.9,8,3652,0.37,217,2.6,372,25.5,0.23,120,2.01,1.52,140,87.6,240,7.3,1.5,7.6,1.62,42,1.30102999566398,1.13321900474121,1025.1614374998,2.25918725377464,2.03062432083539,-0.695292645274687,5.66584684311058,44.026096854291,0.462397997898956,1.1846914308176,3.15537461989731,-1.59160392443092,0.755874855672491,-0.431798275933005,2.33645973384853,0.414973347970818,3.73874383280851,2.65647012687125,-1.70336592269044,2.07918124604762,0.303196057420489,-0.813386064790975,10.6945958289058,1.94250410616808,-0.369065270319224,1.0408619670411,0.176091259055681,2.50293811181213,1.12995904958814,1.6232492903979,0.869231719730976,1.97266559226611,3.4970679363985,-0.847217604129311,-0.811568917842542,3.19506899646859,-1.09691001300806,1.00626377470065,0.838849090737255,0.903089986991944,3.56253076886226,-1.39485610596085,-0.570312235919581,1.02492763588352,2.5705429398819,1.40654018043396,-0.638272163982407,2.74094893124547,1.08978769895293,0.181843587944773,2.14612803567824,-0.652930657168643,2.38021124171161,0.863322860120456,-0.936616395333688,0.880813592280791,0.209515014542631,-0.711472528736617
