 Node Depth Head Moisture K C Flux Sink Kappa v/KsTop Temp Conc(1..NS) Sorb(1...NS)
 33 -640.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3283E-06 0.0000E+00
 34 -660.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6111E-06 0.0000E+00
 35 -680.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1109E-05 0.0000E+00
 36 -700.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1962E-05 0.0000E+00
 37 -720.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3388E-05 0.0000E+00
 38 -740.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5705E-05 0.0000E+00
 39 -760.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9255E-05 0.0000E+00
 40 -780.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 41 -800.0000 1.238 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1871E-03 0.0000E+00
 42 -820.0000 2.768 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1249E-02 0.0000E+00
 43 -840.0000 4.297 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2396E-02 0.0000E+00
 44 -860.0000 5.827 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2854E-02 0.0000E+00
 45 -880.0000 7.356 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2539E-02 0.0000E+00
 46 -900.0000 8.886 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1835E-02 0.0000E+00
 47 -920.0000 10.415 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1127E-02 0.0000E+00
 48 -940.0000 11.945 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6069E-03 0.0000E+00
 49 -960.0000 13.474 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2922E-03 0.0000E+00
 50 -980.0000 15.004 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1278E-03 0.0000E+00
 51 -1000.0000 16.533 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5132E-04 0.0000E+00
 52 -1020.0000 18.063 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1910E-04 0.0000E+00
 53 -1040.0000 19.592 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6637E-05 0.0000E+00
 54 -1060.0000 21.122 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2166E-05 0.0000E+00
 55 -1080.0000 22.651 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6675E-06 0.0000E+00
 56 -1100.0000 24.181 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1950E-06 0.0000E+00
 57 -1120.0000 25.710 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5421E-07 0.0000E+00
 58 -1140.0000 27.240 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1439E-07 0.0000E+00
 59 -1160.0000 28.769 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3655E-08 0.0000E+00
 60 -1180.0000 30.299 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8920E-09 0.0000E+00
 61 -1200.0000 31.828 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2003E-09 0.0000E+00
 62 -1220.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1362E-09 0.0000E+00
 63 -1240.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9585E-10 0.0000E+00
 64 -1260.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6712E-10 0.0000E+00
 65 -1280.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4677E-10 0.0000E+00
 66 -1300.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3243E-10 0.0000E+00
 67 -1320.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2237E-10 0.0000E+00
 68 -1340.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1535E-10 0.0000E+00
 69 -1360.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1048E-10 0.0000E+00
 70 -1380.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7121E-11 0.0000E+00
 71 -1400.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4813E-11 0.0000E+00
 72 -1420.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3236E-11 0.0000E+00
 73 -1440.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2165E-11 0.0000E+00
 74 -1460.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1440E-11 0.0000E+00
 75 -1480.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9536E-12 0.0000E+00
 76 -1500.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6280E-12 0.0000E+00
 77 -1520.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4114E-12 0.0000E+00
 78 -1540.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2681E-12 0.0000E+00
 79 -1560.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1738E-12 0.0000E+00
 80 -1580.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1121E-12 0.0000E+00
 81 -1600.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7191E-13 0.0000E+00
 82 -1620.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4589E-13 0.0000E+00
 83 -1640.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2913E-13 0.0000E+00
 84 -1660.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1839E-13 0.0000E+00
 85 -1680.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1155E-13 0.0000E+00
 86 -1700.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7217E-14 0.0000E+00
 87 -1720.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4486E-14 0.0000E+00
 88 -1740.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2773E-14 0.0000E+00
 89 -1760.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1705E-14 0.0000E+00
 90 -1780.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1043E-14 0.0000E+00
 91 -1800.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6348E-15 0.0000E+00
 92 -1820.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3842E-15 0.0000E+00
 93 -1840.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2314E-15 0.0000E+00
 94 -1860.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1386E-15 0.0000E+00
 95 -1880.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8257E-16 0.0000E+00
 96 -1900.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4894E-16 0.0000E+00
 97 -1920.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2886E-16 0.0000E+00
 98 -1940.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1693E-16 0.0000E+00
 99 -1960.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9878E-17 0.0000E+00
 100 -1980.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5715E-17 0.0000E+00
 101 -2000.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5715E-17 0.0000E+00
 1 0.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 2 -20.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1651E-29 0.0000E+00
 3 -40.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1620E-28 0.0000E+00
 4 -60.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1187E-27 0.0000E+00
 5 -80.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7605E-27 0.0000E+00
 6 -100.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4465E-26 0.0000E+00
 7 -120.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2452E-25 0.0000E+00
 8 -140.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1273E-24 0.0000E+00
 9 -160.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6295E-24 0.0000E+00
 10 -180.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2977E-23 0.0000E+00
 11 -200.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1351E-22 0.0000E+00
 12 -220.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5903E-22 0.0000E+00
 13 -240.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2486E-21 0.0000E+00
 14 -260.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1011E-20 0.0000E+00
 15 -280.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3975E-20 0.0000E+00
 16 -300.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1513E-19 0.0000E+00
 17 -320.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5583E-19 0.0000E+00
 18 -340.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1997E-18 0.0000E+00
 19 -360.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6937E-18 0.0000E+00
 20 -380.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2340E-17 0.0000E+00
 21 -400.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7672E-17 0.0000E+00
 22 -420.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2447E-16 0.0000E+00
 23 -440.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7592E-16 0.0000E+00
 24 -460.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2294E-15 0.0000E+00
 25 -480.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6752E-15 0.0000E+00
 26 -500.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1937E-14 0.0000E+00
 27 -520.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5417E-14 0.0000E+00
 28 -540.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1478E-13 0.0000E+00
 29 -560.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3935E-13 0.0000E+00
 30 -580.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1023E-12 0.0000E+00
 31 -600.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2597E-12 0.0000E+00
 32 -620.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6443E-12 0.0000E+00
 33 -640.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1562E-11 0.0000E+00
 34 -660.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3703E-11 0.0000E+00
 35 -680.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8585E-11 0.0000E+00
 36 -700.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1948E-10 0.0000E+00
 37 -720.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4339E-10 0.0000E+00
 38 -740.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1002E-09 0.0000E+00
 39 -760.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9412E-09 0.0000E+00
 40 -780.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 41 -800.0000 1.238 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2893E-06 0.0000E+00
 42 -820.0000 2.768 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 43 -840.0000 4.297 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6165E-04 0.0000E+00
 44 -860.0000 5.827 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4355E-03 0.0000E+00
 45 -880.0000 7.356 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1103E-02 0.0000E+00
 46 -900.0000 8.886 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1795E-02 0.0000E+00
 47 -920.0000 10.415 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2214E-02 0.0000E+00
 48 -940.0000 11.945 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2231E-02 0.0000E+00
 49 -960.0000 13.474 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1917E-02 0.0000E+00
 50 -980.0000 15.004 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1445E-02 0.0000E+00
 51 -1000.0000 16.533 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9737E-03 0.0000E+00
 52 -1020.0000 18.063 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5953E-03 0.0000E+00
 53 -1040.0000 19.592 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3338E-03 0.0000E+00
 54 -1060.0000 21.122 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1732E-03 0.0000E+00
 55 -1080.0000 22.651 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8374E-04 0.0000E+00
 56 -1100.0000 24.181 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3796E-04 0.0000E+00
 57 -1120.0000 25.710 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1621E-04 0.0000E+00
 58 -1140.0000 27.240 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6554E-05 0.0000E+00
 59 -1160.0000 28.769 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2516E-05 0.0000E+00
 60 -1180.0000 30.299 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9222E-06 0.0000E+00
 61 -1200.0000 31.828 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3039E-06 0.0000E+00
 62 -1220.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2377E-06 0.0000E+00
 63 -1240.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1903E-06 0.0000E+00
 64 -1260.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1518E-06 0.0000E+00
 65 -1280.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1207E-06 0.0000E+00
 66 -1300.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9566E-07 0.0000E+00
 67 -1320.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7552E-07 0.0000E+00
 68 -1340.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5940E-07 0.0000E+00
 69 -1360.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4656E-07 0.0000E+00
 70 -1380.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3636E-07 0.0000E+00
 71 -1400.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2829E-07 0.0000E+00
 72 -1420.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2193E-07 0.0000E+00
 73 -1440.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1693E-07 0.0000E+00
 74 -1460.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1303E-07 0.0000E+00
 75 -1480.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9984E-08 0.0000E+00
 76 -1500.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7623E-08 0.0000E+00
 77 -1520.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5798E-08 0.0000E+00
 78 -1540.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4393E-08 0.0000E+00
 79 -1560.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3315E-08 0.0000E+00
 80 -1580.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2492E-08 0.0000E+00
 81 -1600.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1866E-08 0.0000E+00
 82 -1620.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1392E-08 0.0000E+00
 83 -1640.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1034E-08 0.0000E+00
 84 -1660.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7652E-09 0.0000E+00
 85 -1680.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5639E-09 0.0000E+00
 86 -1700.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4139E-09 0.0000E+00
 87 -1720.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3026E-09 0.0000E+00
 88 -1740.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2203E-09 0.0000E+00
 89 -1760.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1597E-09 0.0000E+00
 90 -1780.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1154E-09 0.0000E+00
 91 -1800.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8296E-10 0.0000E+00
 92 -1820.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5941E-10 0.0000E+00
 93 -1840.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4237E-10 0.0000E+00
 94 -1860.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3010E-10 0.0000E+00
 95 -1880.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2129E-10 0.0000E+00
 96 -1900.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1499E-10 0.0000E+00
 97 -1920.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1051E-10 0.0000E+00
 98 -1940.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7343E-11 0.0000E+00
 99 -1960.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5106E-11 0.0000E+00
