 Node Depth Head Moisture K C Flux Sink Kappa v/KsTop Temp Conc(1..NS) Sorb(1...NS)
 66 -1300.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1140E-28 0.0000E+00
 67 -1320.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3456E-29 0.0000E+00
 68 -1340.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 69 -1360.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 70 -1380.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 71 -1400.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 72 -1420.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 73 -1440.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 74 -1460.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 75 -1480.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 76 -1500.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 77 -1520.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 78 -1540.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 79 -1560.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 80 -1580.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 81 -1600.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 82 -1620.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 83 -1640.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 84 -1660.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 85 -1680.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 86 -1700.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 87 -1720.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 88 -1740.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 89 -1760.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 90 -1780.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 91 -1800.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 92 -1820.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 93 -1840.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 94 -1860.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 95 -1880.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 96 -1900.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 97 -1920.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 98 -1940.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 99 -1960.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 100 -1980.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 101 -2000.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.0000E+00 0.0000E+00
 1 0.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5708E-16 0.0000E+00
 2 -20.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1147E-14 0.0000E+00
 3 -40.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9729E-14 0.0000E+00
 4 -60.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6306E-13 0.0000E+00
 5 -80.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3483E-12 0.0000E+00
 6 -100.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1708E-11 0.0000E+00
 7 -120.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7592E-11 0.0000E+00
 8 -140.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3097E-10 0.0000E+00
 9 -160.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1169E-09 0.0000E+00
 10 -180.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4107E-09 0.0000E+00
 11 -200.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1350E-08 0.0000E+00
 12 -220.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4164E-08 0.0000E+00
 13 -240.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1210E-07 0.0000E+00
 14 -260.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3320E-07 0.0000E+00
 15 -280.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8625E-07 0.0000E+00
 16 -300.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2127E-06 0.0000E+00
 17 -320.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4987E-06 0.0000E+00
 18 -340.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1114E-05 0.0000E+00
 19 -360.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2376E-05 0.0000E+00
 20 -380.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4844E-05 0.0000E+00
 21 -400.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9457E-05 0.0000E+00
 22 -420.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1771E-04 0.0000E+00
 23 -440.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3185E-04 0.0000E+00
 24 -460.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5510E-04 0.0000E+00
 25 -480.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9179E-04 0.0000E+00
 26 -500.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1475E-03 0.0000E+00
 27 -520.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2287E-03 0.0000E+00
 28 -540.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3428E-03 0.0000E+00
 29 -560.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4973E-03 0.0000E+00
 30 -580.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6989E-03 0.0000E+00
 31 -600.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9524E-03 0.0000E+00
 32 -620.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1260E-02 0.0000E+00
 33 -640.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1620E-02 0.0000E+00
 34 -660.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2025E-02 0.0000E+00
 35 -680.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2464E-02 0.0000E+00
 36 -700.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2922E-02 0.0000E+00
 37 -720.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3378E-02 0.0000E+00
 38 -740.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3812E-02 0.0000E+00
 39 -760.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4204E-02 0.0000E+00
 40 -780.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4602E-02 0.0000E+00
 41 -800.0000 1.238 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4337E-02 0.0000E+00
 42 -820.0000 2.768 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2581E-02 0.0000E+00
 43 -840.0000 4.297 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1192E-02 0.0000E+00
 44 -860.0000 5.827 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4608E-03 0.0000E+00
 45 -880.0000 7.356 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1554E-03 0.0000E+00
 46 -900.0000 8.886 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4690E-04 0.0000E+00
 47 -920.0000 10.415 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1288E-04 0.0000E+00
 48 -940.0000 11.945 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3259E-05 0.0000E+00
 49 -960.0000 13.474 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7673E-06 0.0000E+00
 50 -980.0000 15.004 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1693E-06 0.0000E+00
 51 -1000.0000 16.533 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3525E-07 0.0000E+00
 52 -1020.0000 18.063 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6954E-08 0.0000E+00
 53 -1040.0000 19.592 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1306E-08 0.0000E+00
 54 -1060.0000 21.122 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2343E-09 0.0000E+00
 55 -1080.0000 22.651 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4027E-10 0.0000E+00
 56 -1100.0000 24.181 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6654E-11 0.0000E+00
 57 -1120.0000 25.710 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1059E-11 0.0000E+00
 58 -1140.0000 27.240 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1627E-12 0.0000E+00
 59 -1160.0000 28.769 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2418E-13 0.0000E+00
 60 -1180.0000 30.299 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3483E-14 0.0000E+00
 61 -1200.0000 31.828 0.4100 0.1061E+03 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4738E-15 0.0000E+00
 62 -1220.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2546E-15 0.0000E+00
 63 -1240.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1437E-15 0.0000E+00
 64 -1260.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8050E-16 0.0000E+00
 65 -1280.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4480E-16 0.0000E+00
 66 -1300.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2476E-16 0.0000E+00
 67 -1320.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1360E-16 0.0000E+00
 68 -1340.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7414E-17 0.0000E+00
 69 -1360.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4015E-17 0.0000E+00
 70 -1380.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2160E-17 0.0000E+00
 71 -1400.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1154E-17 0.0000E+00
 72 -1420.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6129E-18 0.0000E+00
 73 -1440.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3232E-18 0.0000E+00
 74 -1460.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1693E-18 0.0000E+00
 75 -1480.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8813E-19 0.0000E+00
 76 -1500.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4557E-19 0.0000E+00
 77 -1520.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2341E-19 0.0000E+00
 78 -1540.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1195E-19 0.0000E+00
 79 -1560.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6061E-20 0.0000E+00
 80 -1580.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3055E-20 0.0000E+00
 81 -1600.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1530E-20 0.0000E+00
 82 -1620.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7615E-21 0.0000E+00
 83 -1640.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3767E-21 0.0000E+00
 84 -1660.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1852E-21 0.0000E+00
 85 -1680.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9049E-22 0.0000E+00
 86 -1700.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4395E-22 0.0000E+00
 87 -1720.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2122E-22 0.0000E+00
 88 -1740.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1018E-22 0.0000E+00
 89 -1760.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4859E-23 0.0000E+00
 90 -1780.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2305E-23 0.0000E+00
 91 -1800.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1087E-23 0.0000E+00
 92 -1820.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5097E-24 0.0000E+00
 93 -1840.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2376E-24 0.0000E+00
 94 -1860.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1102E-24 0.0000E+00
 95 -1880.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5080E-25 0.0000E+00
 96 -1900.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2329E-25 0.0000E+00
 97 -1920.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1062E-25 0.0000E+00
 98 -1940.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4817E-26 0.0000E+00
 99 -1960.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2172E-26 0.0000E+00
 100 -1980.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9665E-27 0.0000E+00
 101 -2000.0000 33.066 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9665E-27 0.0000E+00
 1 0.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2016E-23 0.0000E+00
 2 -20.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4109E-22 0.0000E+00
 3 -40.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3663E-21 0.0000E+00
 4 -60.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2561E-20 0.0000E+00
 5 -80.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1562E-19 0.0000E+00
 6 -100.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8652E-19 0.0000E+00
 7 -120.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4436E-18 0.0000E+00
 8 -140.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2129E-17 0.0000E+00
 9 -160.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9635E-17 0.0000E+00
 10 -180.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4132E-16 0.0000E+00
 11 -200.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1685E-15 0.0000E+00
 12 -220.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.6557E-15 0.0000E+00
 13 -240.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2439E-14 0.0000E+00
 14 -260.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8688E-14 0.0000E+00
 15 -280.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2969E-13 0.0000E+00
 16 -300.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9750E-13 0.0000E+00
 17 -320.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3080E-12 0.0000E+00
 18 -340.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9370E-12 0.0000E+00
 19 -360.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2749E-11 0.0000E+00
 20 -380.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.7781E-11 0.0000E+00
 21 -400.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2127E-10 0.0000E+00
 22 -420.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.5624E-10 0.0000E+00
 23 -440.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1439E-09 0.0000E+00
 24 -460.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.3563E-09 0.0000E+00
 25 -480.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8551E-09 0.0000E+00
 26 -500.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1990E-08 0.0000E+00
 27 -520.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4495E-08 0.0000E+00
 28 -540.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.9856E-08 0.0000E+00
 29 -560.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.2100E-07 0.0000E+00
 30 -580.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.4350E-07 0.0000E+00
 31 -600.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.8765E-07 0.0000E+00
 32 -620.0000 0.000 0.4300 0.2496E+02 0.0000E+00 -0.2496E+01 0.0000E+00 -1 -0.100E+00 20.00 0.1719E-06 0.0000E+00
